"GEO_ID","NAME","B28003_001E","B28003_001EA","B28003_001M","B28003_001MA","B28003_002E","B28003_002EA","B28003_002M","B28003_002MA","B28003_003E","B28003_003EA","B28003_003M","B28003_003MA","B28003_004E","B28003_004EA","B28003_004M","B28003_004MA","B28003_005E","B28003_005EA","B28003_005M","B28003_005MA","B28003_006E","B28003_006EA","B28003_006M","B28003_006MA",
"Geography","Geographic Area Name","Estimate!!Total:","Annotation of Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Estimate!!Total:!!Has a computer:","Annotation of Estimate!!Total:!!Has a computer:","Margin of Error!!Total:!!Has a computer:","Annotation of Margin of Error!!Total:!!Has a computer:","Estimate!!Total:!!Has a computer:!!With dial-up Internet subscription alone","Annotation of Estimate!!Total:!!Has a computer:!!With dial-up Internet subscription alone","Margin of Error!!Total:!!Has a computer:!!With dial-up Internet subscription alone","Annotation of Margin of Error!!Total:!!Has a computer:!!With dial-up Internet subscription alone","Estimate!!Total:!!Has a computer:!!With a broadband Internet subscription","Annotation of Estimate!!Total:!!Has a computer:!!With a broadband Internet subscription","Margin of Error!!Total:!!Has a computer:!!With a broadband Internet subscription","Annotation of Margin of Error!!Total:!!Has a computer:!!With a broadband Internet subscription","Estimate!!Total:!!Has a computer:!!Without an Internet subscription","Annotation of Estimate!!Total:!!Has a computer:!!Without an Internet subscription","Margin of Error!!Total:!!Has a computer:!!Without an Internet subscription","Annotation of Margin of Error!!Total:!!Has a computer:!!Without an Internet subscription","Estimate!!Total:!!No computer","Annotation of Estimate!!Total:!!No computer","Margin of Error!!Total:!!No computer","Annotation of Margin of Error!!Total:!!No computer",
"0500000US05041","Desha County, Arkansas","5204","null","210","null","4049","null","256","null","37","null","29","null","2837","null","250","null","1175","null","192","null","1155","null","215","null",
"0500000US05043","Drew County, Arkansas","7157","null","282","null","6019","null","323","null","9","null","16","null","4944","null","354","null","1066","null","226","null","1138","null","194","null",
"0500000US05045","Faulkner County, Arkansas","44575","null","692","null","40515","null","767","null","194","null","119","null","35557","null","782","null","4764","null","456","null","4060","null","394","null",
"0500000US05047","Franklin County, Arkansas","6723","null","278","null","5329","null","325","null","125","null","85","null","4131","null","308","null","1073","null","244","null","1394","null","222","null",
"0500000US05049","Fulton County, Arkansas","4973","null","227","null","4075","null","235","null","0","null","19","null","2868","null","260","null","1207","null","231","null","898","null","187","null",
"0500000US05051","Garland County, Arkansas","40209","null","722","null","35748","null","850","null","123","null","95","null","31420","null","923","null","4205","null","571","null","4461","null","466","null",
"0500000US05053","Grant County, Arkansas","6863","null","246","null","6119","null","303","null","38","null","40","null","5054","null","312","null","1027","null","202","null","744","null","184","null",
"0500000US05055","Greene County, Arkansas","17254","null","302","null","14974","null","400","null","33","null","30","null","13090","null","457","null","1851","null","306","null","2280","null","274","null",
"0500000US05057","Hempstead County, Arkansas","8094","null","366","null","6729","null","350","null","10","null","15","null","5877","null","351","null","842","null","204","null","1365","null","212","null",
"0500000US05059","Hot Spring County, Arkansas","12599","null","361","null","10087","null","395","null","9","null","13","null","8102","null","406","null","1976","null","289","null","2512","null","334","null",
"0500000US05061","Howard County, Arkansas","5142","null","225","null","4133","null","240","null","19","null","21","null","3331","null","242","null","783","null","167","null","1009","null","172","null",
"0500000US05063","Independence County, Arkansas","14322","null","341","null","12018","null","477","null","100","null","72","null","8529","null","497","null","3389","null","401","null","2304","null","349","null",
"0500000US05065","Izard County, Arkansas","4851","null","263","null","4137","null","252","null","24","null","15","null","2573","null","227","null","1540","null","198","null","714","null","161","null",
"0500000US05067","Jackson County, Arkansas","6137","null","244","null","4723","null","300","null","17","null","16","null","3971","null","289","null","735","null","168","null","1414","null","207","null",
"0500000US05069","Jefferson County, Arkansas","26801","null","616","null","22355","null","548","null","148","null","94","null","16013","null","722","null","6194","null","546","null","4446","null","417","null",
"0500000US05071","Johnson County, Arkansas","9682","null","257","null","7765","null","313","null","43","null","33","null","6132","null","378","null","1590","null","245","null","1917","null","250","null",
"0500000US05073","Lafayette County, Arkansas","2784","null","166","null","2074","null","161","null","25","null","24","null","1651","null","145","null","398","null","77","null","710","null","120","null",
"0500000US05075","Lawrence County, Arkansas","6463","null","210","null","5210","null","215","null","11","null","11","null","4385","null","226","null","814","null","112","null","1253","null","140","null",
"0500000US05077","Lee County, Arkansas","3206","null","195","null","2319","null","200","null","36","null","38","null","1805","null","209","null","478","null","110","null","887","null","150","null",
"0500000US05079","Lincoln County, Arkansas","3773","null","355","null","2961","null","330","null","25","null","28","null","2037","null","283","null","899","null","193","null","812","null","155","null",
"0500000US05081","Little River County, Arkansas","5363","null","221","null","4535","null","306","null","98","null","109","null","3576","null","283","null","861","null","182","null","828","null","189","null",
"0500000US05083","Logan County, Arkansas","8417","null","289","null","7220","null","311","null","37","null","30","null","5853","null","282","null","1330","null","241","null","1197","null","172","null",
"0500000US05085","Lonoke County, Arkansas","26895","null","453","null","23734","null","600","null","71","null","64","null","21457","null","659","null","2206","null","307","null","3161","null","399","null",
"0500000US05087","Madison County, Arkansas","6279","null","219","null","5006","null","262","null","24","null","24","null","3993","null","277","null","989","null","232","null","1273","null","199","null",
"0500000US05089","Marion County, Arkansas","6782","null","306","null","5857","null","303","null","28","null","33","null","5210","null","321","null","619","null","153","null","925","null","155","null",
"0500000US05091","Miller County, Arkansas","16426","null","345","null","13764","null","438","null","33","null","37","null","11969","null","470","null","1762","null","309","null","2662","null","351","null",
"0500000US05093","Mississippi County, Arkansas","16389","null","459","null","13802","null","517","null","40","null","31","null","11665","null","526","null","2097","null","328","null","2587","null","297","null",
"0500000US05095","Monroe County, Arkansas","3333","null","162","null","2447","null","176","null","18","null","18","null","1868","null","198","null","561","null","129","null","886","null","149","null",
"0500000US05097","Montgomery County, Arkansas","3754","null","218","null","2876","null","211","null","29","null","28","null","2261","null","209","null","586","null","138","null","878","null","132","null",
"0500000US05099","Nevada County, Arkansas","3397","null","255","null","2668","null","272","null","94","null","62","null","2085","null","261","null","489","null","152","null","729","null","190","null",
"0500000US05101","Newton County, Arkansas","2936","null","198","null","2206","null","204","null","10","null","13","null","1751","null","185","null","445","null","106","null","730","null","116","null",
"0500000US05103","Ouachita County, Arkansas","9658","null","314","null","7225","null","315","null","75","null","79","null","6420","null","355","null","730","null","180","null","2433","null","278","null",
"0500000US05105","Perry County, Arkansas","3668","null","200","null","2850","null","240","null","1","null","3","null","2438","null","224","null","411","null","84","null","818","null","154","null",
"0500000US05107","Phillips County, Arkansas","7485","null","342","null","5650","null","360","null","17","null","27","null","4809","null","368","null","824","null","179","null","1835","null","268","null",
"0500000US05109","Pike County, Arkansas","4280","null","158","null","3317","null","178","null","7","null","11","null","2830","null","177","null","480","null","95","null","963","null","136","null",
"0500000US05111","Poinsett County, Arkansas","9526","null","238","null","7987","null","293","null","69","null","43","null","6994","null","290","null","924","null","144","null","1539","null","192","null",
"0500000US05113","Polk County, Arkansas","8243","null","255","null","7121","null","285","null","101","null","76","null","5674","null","297","null","1346","null","224","null","1122","null","201","null",
"0500000US05115","Pope County, Arkansas","22579","null","511","null","19918","null","615","null","123","null","56","null","16813","null","622","null","2982","null","393","null","2661","null","349","null",
"0500000US05117","Prairie County, Arkansas","3776","null","169","null","3056","null","192","null","19","null","14","null","2177","null","166","null","860","null","163","null","720","null","111","null",
"0500000US05119","Pulaski County, Arkansas","158051","null","1372","null","139539","null","1507","null","489","null","141","null","122408","null","1671","null","16642","null","966","null","18512","null","978","null",
"0500000US05121","Randolph County, Arkansas","7355","null","275","null","5958","null","318","null","68","null","42","null","4880","null","296","null","1010","null","195","null","1397","null","231","null",
"0500000US05123","St. Francis County, Arkansas","9388","null","363","null","7495","null","385","null","25","null","23","null","5325","null","400","null","2145","null","310","null","1893","null","234","null",
"0500000US05125","Saline County, Arkansas","44075","null","632","null","40070","null","688","null","91","null","48","null","36551","null","789","null","3428","null","455","null","4005","null","387","null",
"0500000US05127","Scott County, Arkansas","3944","null","201","null","2987","null","195","null","22","null","26","null","2225","null","190","null","740","null","167","null","957","null","152","null",
"0500000US05129","Searcy County, Arkansas","3327","null","178","null","2569","null","200","null","50","null","35","null","1968","null","183","null","551","null","130","null","758","null","134","null",
"0500000US05131","Sebastian County, Arkansas","51228","null","611","null","44573","null","794","null","66","null","39","null","38532","null","974","null","5975","null","601","null","6655","null","505","null",
"0500000US05133","Sevier County, Arkansas","5885","null","202","null","5015","null","230","null","18","null","17","null","4415","null","249","null","582","null","136","null","870","null","141","null",
"0500000US05135","Sharp County, Arkansas","7447","null","303","null","6110","null","291","null","54","null","42","null","4300","null","282","null","1756","null","283","null","1337","null","232","null",
"0500000US05137","Stone County, Arkansas","4787","null","258","null","3674","null","259","null","55","null","43","null","2394","null","247","null","1225","null","240","null","1113","null","254","null",
"0500000US05139","Union County, Arkansas","15726","null","471","null","11634","null","480","null","33","null","31","null","9704","null","433","null","1897","null","330","null","4092","null","434","null",
"0500000US05141","Van Buren County, Arkansas","6813","null","254","null","5508","null","213","null","102","null","51","null","4318","null","245","null","1088","null","181","null","1305","null","161","null",
"0500000US05143","Washington County, Arkansas","87325","null","772","null","80696","null","851","null","320","null","162","null","68821","null","1242","null","11555","null","1075","null","6629","null","516","null",
"0500000US05145","White County, Arkansas","29055","null","547","null","25075","null","645","null","68","null","38","null","21948","null","613","null","3059","null","398","null","3980","null","407","null",
"0500000US05147","Woodruff County, Arkansas","2932","null","181","null","1904","null","155","null","2","null","3","null","1555","null","150","null","347","null","87","null","1028","null","149","null",
"0500000US05149","Yell County, Arkansas","7503","null","259","null","5894","null","300","null","44","null","44","null","5205","null","283","null","645","null","159","null","1609","null","196","null",
"0500000US06001","Alameda County, California","577177","null","1744","null","544335","null","1892","null","1168","null","185","null","510657","null","2241","null","32510","null","1251","null","32842","null","1102","null",
"0500000US06003","Alpine County, California","350","null","69","null","325","null","65","null","12","null","15","null","289","null","58","null","24","null","10","null","25","null","16","null",
"0500000US06005","Amador County, California","14594","null","448","null","13258","null","472","null","131","null","81","null","12238","null","463","null","889","null","227","null","1336","null","263","null",
"0500000US06007","Butte County, California","85320","null","891","null","78951","null","1042","null","336","null","132","null","72432","null","1178","null","6183","null","575","null","6369","null","476","null",
"0500000US06009","Calaveras County, California","16942","null","552","null","15186","null","573","null","230","null","88","null","13860","null","606","null","1096","null","227","null","1756","null","295","null",
"0500000US06011","Colusa County, California","7227","null","159","null","6270","null","201","null","19","null","20","null","5847","null","229","null","404","null","132","null","957","null","137","null",
"0500000US06013","Contra Costa County, California","394769","null","1262","null","375762","null","1431","null","739","null","150","null","360017","null","1525","null","15006","null","833","null","19007","null","950","null",
"0500000US06015","Del Norte County, California","9945","null","282","null","8869","null","376","null","32","null","21","null","7882","null","389","null","955","null","193","null","1076","null","241","null",
"0500000US06017","El Dorado County, California","70974","null","770","null","66788","null","872","null","273","null","109","null","61646","null","968","null","4869","null","515","null","4186","null","485","null",
"0500000US06019","Fresno County, California","307906","null","1137","null","274749","null","1513","null","863","null","190","null","244324","null","1886","null","29562","null","1215","null","33157","null","1230","null",
"0500000US06021","Glenn County, California","10085","null","209","null","8553","null","302","null","50","null","39","null","7201","null","335","null","1302","null","267","null","1532","null","244","null",
"0500000US06023","Humboldt County, California","54679","null","795","null","49815","null","783","null","168","null","80","null","45319","null","857","null","4328","null","461","null","4864","null","485","null",
"0500000US06025","Imperial County, California","44829","null","876","null","39088","null","849","null","215","null","117","null","34414","null","854","null","4459","null","490","null","5741","null","517","null",
"0500000US06027","Inyo County, California","7950","null","252","null","7281","null","265","null","14","null","16","null","6346","null","264","null","921","null","188","null","669","null","122","null",
"0500000US06029","Kern County, California","270282","null","1291","null","236513","null","1846","null","977","null","201","null","213309","null","2061","null","22227","null","1179","null","33769","null","1437","null",
"0500000US06031","Kings County, California","43452","null","495","null","39303","null","582","null","187","null","95","null","34655","null","696","null","4461","null","541","null","4149","null","446","null",
"0500000US06033","Lake County, California","25660","null","710","null","22418","null","706","null","91","null","87","null","19541","null","732","null","2786","null","375","null","3242","null","424","null",
"0500000US06035","Lassen County, California","9280","null","371","null","7910","null","362","null","80","null","32","null","7237","null","326","null","593","null","127","null","1370","null","194","null",
"0500000US06037","Los Angeles County, California","3316795","null","5782","null","3051495","null","7144","null","9001","null","699","null","2774339","null","9210","null","268155","null","3907","null","265300","null","3499","null",
"0500000US06039","Madera County, California","44881","null","590","null","40282","null","739","null","136","null","59","null","35588","null","788","null","4558","null","536","null","4599","null","429","null",
"0500000US06041","Marin County, California","105432","null","883","null","100142","null","913","null","260","null","105","null","95735","null","1020","null","4147","null","429","null","5290","null","443","null",
"0500000US06043","Mariposa County, California","7643","null","346","null","6598","null","334","null","159","null","68","null","5694","null","351","null","745","null","193","null","1045","null","192","null",
"0500000US06045","Mendocino County, California","34408","null","643","null","30227","null","761","null","219","null","79","null","27678","null","792","null","2330","null","362","null","4181","null","409","null",
"0500000US06047","Merced County, California","80008","null","727","null","72866","null","877","null","367","null","153","null","66325","null","1033","null","6174","null","485","null","7142","null","545","null",
